Store_ID,Platform,Product_Count,Monthly_Revenue,Avg_Discount_%,Return_Rate_%
51,Volusion,233,1686792,10.15,2.28
52,Custom,780,1083224,13.81,5.84
53,WooCommerce,683,788591,8.15,3.71
54,PrestaShop,781,615635,8.25,4.49
55,Weebly,806,577409,21.9,5.37
56,Custom,184,133793,26.47,2.04
57,Dukaan,872,1651028,29.07,1.56
58,Kartrocket,539,337635,20.71,8.8
59,WooCommerce,303,633510,9.6,4.34
60,Weebly,536,728525,7.64,4.12
61,Custom,676,578036,25.32,0.36
62,Unicommerce,632,1649417,19.47,4.98
63,Shopmatic,183,1215123,20.46,5.54
64,StoreHippo,905,634668,24.54,5.59
65,Volusion,678,94331,22.58,7.07
66,Unicommerce,83,801393,25.86,1.77
67,Volusion,110,1064348,6.41,2.52
68,Shopmatic,136,1743481,23.69,8.11
69,Martjack,885,875992,26.27,9.47
70,Dukaan,286,1938873,12.15,1.36
71,StoreHippo,841,1014190,21.01,4.98
72,Martjack,704,650198,12.85,2.14
73,Squarespace,578,447891,28.95,0.6
74,StoreHippo,159,1034210,5.84,3.26
75,Martjack,265,550201,19.49,1.44
76,Shopify,680,1600813,9.16,7.1
77,OpenCart,777,1091566,22.81,5.34
78,Squarespace,414,1094863,9.4,1.44
79,Shopify,506,1962994,10.88,0.09
80,Kartrocket,495,781576,17.36,8.08
81,Volusion,536,1108644,27.87,1.76
82,Zepo,996,1677324,10.29,6.06
83,Instamojo,203,937198,8.61,3.37
84,Paytm Mall,39,1669282,23.97,5.85
85,Volusion,956,1386926,17.52,3.16
86,Magento,577,1751044,27.79,0.87
87,Magento,543,1885295,8.67,2.23
88,Shopify,601,1120913,21.15,1.88
89,BigCommerce,548,1250314,10.82,4.28
90,Weebly,902,297667,8.92,6.58
91,OpenCart,166,706521,22.09,2.64
92,Squarespace,685,1082321,19.84,0.12
93,OpenCart,323,564241,23.87,5.19
94,Squarespace,639,937099,12.74,6.06
95,Volusion,767,1450791,16.2,9.63
96,Kartrocket,839,1196640,15.14,5.89
97,WooCommerce,883,1006255,29.6,4.71
98,Shopify,601,1467231,12.31,5.73
99,Shopmatic,714,1581181,12.37,9.28
100,BigCommerce,781,457974,13.86,8.28
101,Magento,247,1557572,19.11,3.23
102,Kartrocket,121,1869550,11.31,2.37
103,Volusion,606,577466,27.88,2.63
104,Magento,436,606119,11.64,5.04
105,Shopify,977,183248,27.4,7.44
106,Magento,235,1201882,7.59,5.03
107,BigCommerce,426,214726,21.41,0.68
108,StoreHippo,418,1877156,27.67,7.24
109,Unicommerce,942,994131,9.22,8.06
110,Magento,734,757910,29.21,2.89
111,Shopify,723,424169,16.32,6.64
112,BigCommerce,780,750270,28.64,4.27
113,Unicommerce,518,140417,21.92,8.89
114,OpenCart,773,763611,12.54,8.45
115,Squarespace,484,478638,9.71,5.25
116,StoreHippo,710,1110560,12.59,6.92
117,StoreHippo,968,1187888,7.33,8.83
118,Weebly,993,242458,8.6,4.96
119,Martjack,750,1181867,7.62,3.13
120,Instamojo,101,843567,15.57,7.54
121,OpenCart,623,574608,24.89,2.2
122,Paytm Mall,966,1070462,8.53,3.89
123,Kartify,706,1585963,8.26,8.66
124,Custom,770,727044,21.09,7.24
125,BigCommerce,791,1023417,9.93,4.04
126,OpenCart,922,1973782,7.44,2.15
127,Martjack,384,465105,9.17,3.56
128,StoreHippo,182,1849785,28.09,2.84
129,Zepo,67,1458791,25.54,1.76
130,Custom,530,1802835,13.85,7.43
131,Martjack,348,1353659,21.4,2.52
132,OpenCart,859,1053466,18.43,4.54
133,Instamojo,135,684151,21.93,3.86
134,WooCommerce,960,91777,22.07,9.82
135,Weebly,868,96250,20.72,3.91
136,Martjack,356,1958042,11.65,0.8
137,PrestaShop,900,941372,5.98,0.9
138,Kartrocket,756,1400850,16.39,5.91
139,Kartrocket,883,525147,27.27,5.99
140,Kartify,859,1803282,19.24,4.19
141,Zepo,166,970041,25.81,4.32
142,OpenCart,594,1838698,29.79,0.54
143,Shopify,825,65216,9.09,5.17
144,Shopify,342,396293,22.29,5.05
145,Kartify,462,577297,21.86,1.5
146,Martjack,856,926336,29.5,1.04
147,Squarespace,32,1783263,29.64,1.24
148,Magento,962,195281,22.17,1.01
149,OpenCart,513,753803,11.09,6.1
150,PrestaShop,720,1637893,24.96,1.96
151,Volusion,306,1559405,7.68,2.51
152,Squarespace,739,784803,24.52,1.74
153,BigCommerce,133,238069,27.75,9.58
154,Shopify,499,1462891,14.57,8.55
155,Instamojo,41,164456,20.77,2.3
156,Weebly,368,1423279,15.75,3.28
157,Kartrocket,745,901324,15.94,2.1
158,StoreHippo,702,906841,12.76,4.92
159,Squarespace,854,869497,24.05,0.2
160,Kartify,585,1865335,28.4,6.71
161,Paytm Mall,925,432688,28.52,5.23
162,Paytm Mall,829,1468060,9.37,8.99
163,Kartify,339,83783,26.87,1.64
164,Kartrocket,145,84152,23.44,8.04
165,OpenCart,296,1681605,11.32,7.92
166,WooCommerce,995,1992057,6.68,1.27
167,Magento,223,494718,11.7,3.99
168,Paytm Mall,213,1651956,27.81,1.7
169,BigCommerce,700,198725,20.83,2.55
170,Paytm Mall,683,541215,23.03,2.63
171,Paytm Mall,566,1853500,11.43,5.56
172,Paytm Mall,715,221541,22.98,4.11
173,WooCommerce,305,1877000,5.7,9.48
174,WooCommerce,76,1447203,14.38,1.26
175,BigCommerce,753,958017,20.67,9.74
176,Shopify,322,371898,8.65,2.31
177,Shopify,182,735338,25.58,7.73
178,Instamojo,38,1186168,10.88,3.39
179,WooCommerce,389,1455263,21.31,1.43
180,Kartrocket,283,93169,15.13,8.58
181,PrestaShop,813,1540079,19.9,3.09
182,Custom,132,104745,7.69,6.59
183,Zepo,507,1733032,5.42,5.66
184,Paytm Mall,346,688273,27.74,4.72
185,PrestaShop,561,1088347,11.74,4.96
186,BigCommerce,666,1890551,25.49,7.32
187,Kartify,598,1810328,29.98,0.88
188,WooCommerce,84,71067,10.29,6.68
189,PrestaShop,311,101033,11.63,8.96
190,Zepo,44,95256,21.57,0.58
191,Shopmatic,568,795993,29.14,1.41
192,Shopmatic,20,289455,27.9,7.17
193,Shopify,930,552264,17.57,4.37
194,Squarespace,568,1298993,24.88,4.04
195,PrestaShop,160,989695,8.39,1.37
196,Shopmatic,763,136803,29.44,5.07
197,Magento,667,1302390,29.11,1.27
198,Kartify,920,168843,9.09,4.77
199,Custom,207,529809,12.49,7.64
200,Instamojo,147,603280,7.5,2.58
201,Magento,220,1311179,11.79,4.81
202,Instamojo,146,623091,25.4,9.92
203,Kartify,276,1470695,14.46,6.87
204,OpenCart,695,1817413,7.21,8.41
205,Kartify,566,194282,13.56,4.15
206,Squarespace,213,526545,29.53,7.68
207,Shopify,722,1124846,20.74,0.41
208,Volusion,123,1553800,15.4,1.23
209,OpenCart,554,1867793,9.16,2.03
210,Dukaan,284,581740,29.65,4.02
211,Volusion,821,1402206,25.52,8.46
212,Shopify,961,1113435,12.04,3.46
213,Zepo,993,994740,6.75,6.55
214,Dukaan,403,999403,6.42,7.09
215,Weebly,279,1654947,8.01,5.86
216,Magento,433,1952716,19.52,3.57
217,OpenCart,377,1210038,28.22,5.77
218,Shopmatic,94,1246311,17.42,3.42
219,Shopmatic,374,1978084,26.07,0.84
220,Kartify,603,299737,16.15,9.93
221,Paytm Mall,790,1379773,22.71,1.27
222,WooCommerce,929,192157,23.3,0.72
223,Shopify,207,1450465,9.35,8.79
224,Shopmatic,992,240167,14.03,3.02
225,Kartrocket,704,643805,20.93,6.5
226,BigCommerce,309,1775089,6.77,3.29
227,BigCommerce,64,1234895,14.04,3.91
228,Squarespace,592,978057,18.37,2.62
229,Squarespace,102,1512603,29.91,3.43
230,Magento,142,1325029,16.86,4.11
231,Instamojo,377,973639,25.4,7.2
232,Shopmatic,547,186645,15.8,5.12
233,Shopmatic,85,1610611,24.91,9.44
234,Magento,955,1092092,19.89,0.42
235,Kartify,676,1702131,27.16,5.03
236,Shopify,394,1236837,15.27,5.84
237,Kartify,181,392221,20.11,9.2
238,Zepo,765,486862,20.75,0.49
239,Paytm Mall,399,388767,15.43,5.73
240,Volusion,675,1229580,8.61,8.54
241,Custom,377,1603763,7.34,2.42
242,PrestaShop,207,103687,5.42,8.76
243,Volusion,341,904744,26.84,0.19
244,Kartify,469,1206191,10.91,7.32
245,Magento,493,443120,10.29,9.33
246,Shopmatic,32,601852,23.4,6.57
247,Magento,203,1913843,13,4.39
248,Dukaan,130,1029091,17.65,0.45
249,Unicommerce,946,581985,9.06,9.2
250,Dukaan,527,654453,28.99,4.7
251,WooCommerce,309,1827858,26.29,0.29
252,Magento,314,984550,26.59,6.9
253,Shopmatic,470,632111,15.17,4.82
254,Squarespace,923,583903,24.06,1.24
255,Custom,234,556554,8.6,2.14
256,Shopify,993,966931,5.22,0.64
257,Custom,651,650724,5.5,5.74
258,Shopify,913,1814455,19.67,6.22
259,Unicommerce,586,1481282,16.38,5.06
260,Shopmatic,46,907549,17.95,8.17
261,Kartify,649,609070,5.19,8.61
262,Volusion,752,1177109,15.57,6.16
263,OpenCart,250,290011,22.95,0.13
264,Magento,584,1287903,16.07,6.95
265,Paytm Mall,826,1603744,23.31,4.18
266,Shopify,340,122684,10.83,5.66
267,Shopmatic,932,1548710,25.33,6.49
268,Kartrocket,252,1880029,19.71,3.5
269,Instamojo,689,1838220,10.27,9.17
270,Unicommerce,456,1964566,10.92,1.34
271,PrestaShop,800,1315197,20.7,6.72
272,PrestaShop,552,1333871,25.75,0.04
273,Martjack,422,1966430,15.39,9.25
274,Instamojo,72,825723,11.46,1.13
275,Volusion,806,1880288,26.68,0.95
276,WooCommerce,332,997509,21.73,3.33
277,Shopify,300,1891646,16.2,3.74
278,StoreHippo,745,1922427,17.2,2.14
279,Shopify,50,1656241,10.11,5.85
280,BigCommerce,356,1729108,20.67,4.43
281,Shopmatic,202,1797052,13.97,0.34
282,Instamojo,42,1004138,29.89,3.2
283,Custom,563,787651,17,8.1
284,Magento,465,1646246,17.15,6.9
285,Paytm Mall,93,1869239,19.15,7.25
286,Paytm Mall,29,761423,27.92,6.98
287,Kartrocket,503,203466,25.02,3.11
288,Unicommerce,475,1952797,16.28,1
289,PrestaShop,585,284318,22.97,2.72
290,Magento,583,422778,19.66,8.32
291,Squarespace,679,181936,17.31,9.8
292,BigCommerce,179,1984580,9.81,4.94
293,Paytm Mall,901,1007726,16.6,0.1
294,Unicommerce,33,697952,11.15,1.4
295,Magento,197,726315,27.87,3.22
296,Shopify,431,422818,13.39,5.79
297,Kartify,897,1202109,28.81,0.75
298,Shopify,72,918277,18.33,9.43
299,Magento,427,1346573,20.79,3.65
300,Dukaan,866,1168166,18.57,9.13
301,Weebly,41,1488495,8.23,7.81
302,Magento,49,378615,14.4,7.55
303,Volusion,722,1602268,7.48,6.07
304,Unicommerce,279,531530,20.57,6.27
305,Dukaan,224,1614371,16.17,6.38
306,StoreHippo,78,1404018,24.45,6.29
307,WooCommerce,490,1554900,10.51,5.54
308,Weebly,795,1343512,9.11,9.86
309,WooCommerce,485,1671788,15.16,7.32
310,Paytm Mall,31,459925,28.16,7.77
311,Volusion,650,1108302,22.76,8.72
312,Shopify,946,241896,15.47,2.16
313,Squarespace,993,1139118,17.93,0.84
314,Zepo,309,463461,7.11,4.83
315,Shopmatic,869,1133329,29.61,5.14
316,OpenCart,779,916220,21.66,8.29
317,Weebly,373,333460,12.14,4.44
318,Magento,658,283979,19.65,5.71
319,Dukaan,94,658986,7.74,5.27
320,Martjack,892,328104,29.15,0.38
321,OpenCart,735,1129367,9.37,6.15
322,Custom,580,1075270,21.2,8.28
323,Martjack,610,337360,11.14,1.58
324,Kartify,460,1425147,22.94,5.94
325,Shopify,260,1997478,24.42,5.94
326,Volusion,880,647578,21.84,1.64
327,Unicommerce,173,621302,20.36,1.23
328,Shopmatic,805,185150,27.31,9.8
329,Unicommerce,115,1045893,6.97,3.94
330,Kartrocket,745,1149095,13.27,2.27
331,Instamojo,313,1889050,11.21,1.71
332,StoreHippo,228,623340,29.7,6.68
333,WooCommerce,362,1112965,14.73,6.09
334,WooCommerce,107,408105,23.32,6.44
335,Instamojo,837,1690975,22.12,0.88
336,Paytm Mall,795,1990066,10.3,8.94
337,Kartify,956,930147,10.97,3.89
338,Weebly,409,887165,12.03,3.13
339,PrestaShop,344,1919762,15.28,4.62
340,StoreHippo,959,922318,10.86,3.9
341,Zepo,908,1256329,5.49,8.64
342,BigCommerce,851,1712388,26.98,9.29
343,Shopify,176,393150,29.14,3.03
344,Volusion,687,1909712,13.54,8.64
345,Kartrocket,670,1596064,13.46,7.82
346,Kartrocket,652,1193489,5.18,9.31
347,BigCommerce,596,668396,22.01,2.46
348,OpenCart,638,829091,25.64,5.77
349,Custom,678,319637,8.67,2.75
350,PrestaShop,156,119639,8.99,8.24
351,Martjack,942,1330028,24.75,0.05
352,Kartify,693,1415103,20.41,5.65
353,StoreHippo,447,1756930,6.12,3.39
354,Magento,471,1823216,20.56,3.23
355,Volusion,631,359378,12.72,6.45
356,Kartify,869,1014795,14.22,8.51
357,Shopmatic,930,1751538,24.24,6.09
358,Martjack,838,536084,25.27,8.53
359,Dukaan,160,1628458,15.01,2.65
360,Weebly,102,1859771,28.68,5.2
361,Instamojo,196,319515,15.16,4.51
362,Paytm Mall,217,1670179,24.3,0.12
363,Instamojo,643,1837500,17.1,5.57
364,BigCommerce,587,1750115,27.44,6.62
365,Squarespace,991,282520,27.69,5.92
366,Kartrocket,710,1702390,7.19,7.36
367,Shopify,440,1342035,28.41,5.71
368,Shopify,420,721986,25.64,0.67
369,StoreHippo,717,1971013,24.78,1.16
370,WooCommerce,490,287330,10.02,5.96
371,Shopmatic,237,1204149,25.13,2.75
372,Volusion,944,974634,26.25,0.8
373,Martjack,948,187900,12.23,4.3
374,Shopify,847,369658,28.81,5.54
375,Shopmatic,748,550364,6.25,3.29
376,OpenCart,651,1604316,8.75,7.2
377,BigCommerce,970,1334283,18.44,6.44
378,Magento,925,1806600,19.39,3.33
379,Kartrocket,194,1603493,21.13,7.55
380,Shopmatic,42,1771819,5.42,6.49
381,Instamojo,744,748419,29.01,6.37
382,BigCommerce,936,1575870,6.11,5.53
383,Unicommerce,254,1796868,8.58,0.11
384,BigCommerce,32,573116,5.35,6.97
385,StoreHippo,120,1553061,19.17,3.76
386,Paytm Mall,948,563066,28.31,9.43
387,Unicommerce,555,1960994,21.65,8.18
388,Kartify,895,1970967,25.57,5.88
389,BigCommerce,542,314179,5.33,2.52
390,Kartrocket,804,1208343,18.55,2.04
391,Shopmatic,471,483961,16.49,3.4
392,Shopmatic,450,591529,17.47,4.77
393,OpenCart,812,627263,6.81,2.96
394,Custom,625,204226,22.11,5.15
395,Shopify,732,1012454,17.58,1.65
396,BigCommerce,552,541818,24.13,9.78
397,Weebly,871,106396,17.13,1.08
398,BigCommerce,998,1591019,8.73,9.32
399,Custom,742,168920,21.21,9.14
400,WooCommerce,671,456547,9.31,5.25
401,Kartify,312,244999,26.81,7.25
402,Weebly,829,1709090,20.33,4.36
403,Instamojo,932,1707583,8.93,6.3
404,Shopify,120,113014,29.06,3.41
405,BigCommerce,521,1662210,17.96,3.01
406,Martjack,323,644699,6.82,5.78
407,Custom,890,235550,20.67,4.98
408,Shopmatic,559,1766190,11.33,5.8
409,Shopmatic,572,1285382,25.09,2.87
410,WooCommerce,374,1520413,25.45,3.67
411,Paytm Mall,322,1083994,29.47,0.84
412,Kartify,515,388585,17.55,0.52
413,Kartrocket,677,1144697,16.37,2.53
414,Dukaan,787,1094890,23.84,0.74
415,Magento,993,1835354,8.31,1.04
416,Shopify,246,372341,18.67,8.13
417,Shopify,255,1183153,18.66,0.39
418,Instamojo,892,406778,7.24,6.59
419,Zepo,911,1347682,15.45,2.73
420,BigCommerce,474,1534223,26.33,8.72
421,Kartrocket,32,1085141,26.4,4.85
422,Magento,229,1591037,7.48,3.06
423,Shopify,760,1985219,7.27,5.18
424,Shopify,416,710197,11.57,3.82
425,Volusion,119,555200,26.87,5.64
426,Weebly,50,1581817,8.22,1.15
427,Zepo,917,526379,23,9.97
428,Kartrocket,547,1570871,7.53,4.26
429,Martjack,668,1504407,20.58,3.48
430,Kartrocket,348,575754,13.9,7.1
431,Unicommerce,185,1915779,24.72,3.64
432,WooCommerce,478,1086149,10.84,8.33
433,Instamojo,841,396030,20.98,4.54
434,Dukaan,971,378055,10.89,7.2
435,Magento,119,1852502,22.84,1.07
436,Paytm Mall,640,1512538,26.84,8.46
437,Volusion,874,138422,8.17,7.36
438,Weebly,192,1601676,26.66,2.12
439,WooCommerce,768,1065691,19.84,1.45
440,Instamojo,181,385513,8.18,3.16
441,Squarespace,924,1886901,15.69,9.76
442,OpenCart,747,1391293,9.02,2.57
443,Custom,795,1719771,22.51,4.56
444,Dukaan,282,1008378,23.97,0.3
445,Martjack,823,782722,7.64,3.97
446,Zepo,293,936388,17.65,5.71
447,Custom,22,1841396,25.37,9.53
448,Custom,47,1880957,28.4,5.17
449,Weebly,345,1525159,17.84,8.19
450,BigCommerce,959,1250847,28.76,5.47
451,Squarespace,168,1084104,18.39,0.41
452,Magento,559,403548,14.85,3.15
453,Paytm Mall,507,1828264,26.21,5.76
454,Magento,841,894156,17.32,9.51
455,Shopmatic,457,1971141,16.8,8.59
456,Custom,84,1266053,17.26,2.28
457,Dukaan,375,1327880,26.17,2.2
458,Paytm Mall,552,1076163,25.8,2.01
459,OpenCart,271,1638853,15.09,9.22
460,BigCommerce,254,865363,13.33,8.53
461,Kartrocket,246,1894298,17.3,7.75
462,Paytm Mall,544,1744000,19.32,3.93
463,Martjack,332,1440598,10.96,5.04
464,Magento,68,402621,24.85,4.64
465,Squarespace,137,522697,17.16,2.53
466,Paytm Mall,73,781658,13.35,5.05
467,Paytm Mall,669,1749163,7.67,0.3
468,Kartify,584,735493,10.97,1.32
469,Shopmatic,63,817976,28.73,8.87
470,Martjack,834,1728550,12.63,7.52
471,Instamojo,72,1468006,9.22,4.23
472,Paytm Mall,605,528705,16.52,5.17
473,Custom,577,352619,12.68,3.7
474,Kartrocket,544,656954,5.88,7.41
475,Squarespace,696,408766,13.08,7.84
476,Instamojo,121,1811592,18.6,7.63
477,Kartrocket,811,1758569,18.79,7.23
478,Squarespace,789,1509096,13.91,2.05
479,OpenCart,868,157573,16.18,3.38
480,Unicommerce,887,1851756,29.14,4.7
481,Kartify,417,1931554,14.43,3.31
482,Instamojo,157,319152,11.46,7.55
483,StoreHippo,694,360435,11.09,3.29
484,Shopmatic,940,208477,16.44,1.38
485,BigCommerce,406,1346717,23.99,3.99
486,Magento,130,348530,10.15,9.8
487,Kartrocket,633,1713773,22.73,2.26
488,Kartify,36,1250475,5.53,6.12
489,Custom,799,869472,15.47,4.33
490,Shopmatic,201,1683218,24.4,0.71
491,OpenCart,903,390687,13.47,4.88
492,Martjack,555,1641021,19.09,7.02
493,Weebly,560,1065197,10.12,5.13
494,OpenCart,190,609603,23.55,8.72
495,Unicommerce,428,1396652,6.31,2.89
496,BigCommerce,759,464380,26.31,0.86
497,Magento,397,1768350,9.95,9.37
498,Zepo,207,1881533,26.86,3.78
499,Zepo,877,1998888,13.81,5.76
500,Dukaan,249,1230594,23.07,7.92
501,StoreHippo,852,851125,12.98,3.24
502,Kartrocket,871,339385,27.65,7.16
503,Squarespace,138,951626,8.17,1.35
504,Weebly,175,145790,9.46,2.91
505,Kartrocket,803,983044,17.33,1.45
506,Paytm Mall,706,646543,7.05,8.11
507,PrestaShop,484,1818693,9.9,2.23
508,OpenCart,123,1270851,28.59,7.17
509,Unicommerce,623,1815797,29.41,9.43
510,Martjack,717,1360015,14.41,5.28
511,Volusion,991,1109926,28.08,5.4
512,Weebly,814,1809448,18.62,4.61
513,Squarespace,521,368953,11.74,3.26
514,Dukaan,712,151894,22.56,4.76
515,WooCommerce,701,1458277,21.47,6.03
516,BigCommerce,718,486048,29.73,9.86
517,BigCommerce,194,1654592,11.63,9.38
518,PrestaShop,753,329720,21.8,8.62
519,Instamojo,764,1520793,6.3,8.89
520,Volusion,693,1619417,7.84,4.68
521,Shopmatic,440,1181960,5.1,6.57
522,Martjack,153,1098966,29.99,8.95
523,Shopify,410,1579327,25.06,3.93
524,Kartify,755,881868,24.67,9.62
525,Paytm Mall,520,1634433,17.74,4.16
526,OpenCart,684,456245,12.5,6.01
527,Martjack,52,72490,8.78,7.1
528,Custom,74,882307,12.12,9.51
529,Custom,973,1592656,14.4,2.45
530,PrestaShop,538,1890875,23.91,7.46
531,Instamojo,775,655108,18.49,5.21
532,Kartrocket,844,1460235,6.94,2.69
533,OpenCart,657,321265,5.45,7.77
534,Weebly,31,51539,7.56,5.52
535,Instamojo,547,1508819,15.26,6.61
536,OpenCart,739,1488122,28.33,3.23
537,Magento,574,1959237,20.94,4.81
538,Martjack,392,362579,25.05,6.17
539,Martjack,503,565584,16.66,4.05
540,Dukaan,992,113965,14.04,1.98
541,Kartify,666,1613825,7.71,9.62
542,Volusion,247,1471768,26.9,5.11
543,Squarespace,642,1981452,24.58,7.34
544,OpenCart,326,1430642,9.2,4.11
545,Shopify,476,1196375,17.81,3.55
546,Magento,179,1192524,17.18,4.07
547,Martjack,350,1574631,20.63,4.09
548,Paytm Mall,795,1241890,28.65,5.44
549,Shopify,244,298099,19.49,5.43
550,PrestaShop,748,1080065,18.51,4.97
551,PrestaShop,523,845379,6.26,1.35
552,Kartrocket,475,817610,6.57,4.96
553,Martjack,64,776826,9.68,1.69
554,Martjack,233,1857642,5.81,1.26
555,StoreHippo,78,1354397,23.58,9.33
556,Shopmatic,663,1815752,23.08,6.05
557,Zepo,635,1409505,8.4,6.59
558,BigCommerce,214,956395,25.9,4.02
559,Custom,944,1885515,8.87,9.09
560,Magento,508,1558764,12.53,6.38
561,Instamojo,176,1781087,11.22,7.69
562,Kartify,629,1110194,14.31,3.69
563,Dukaan,245,386430,11.37,9.6
564,StoreHippo,431,1376842,17.22,8.2
565,Squarespace,224,712714,15.19,8.54
566,Paytm Mall,98,1994606,29.66,1.72
567,Unicommerce,143,660724,6.4,2.71
568,StoreHippo,490,260448,8.55,2.86
569,Shopify,959,1020278,6.32,2.71
570,Magento,237,545919,20.65,8.55
571,Shopmatic,535,1234685,6.36,0.32
572,Zepo,621,1127209,25.91,0.76
573,Kartrocket,123,860927,17.8,2.74
574,Weebly,412,900982,18.18,2
575,Shopmatic,650,262456,19.04,2.32
576,Volusion,664,1397203,9.27,7.98
577,PrestaShop,843,425325,9.94,5.63
578,Kartrocket,627,516589,12.97,0.06
579,Volusion,999,346213,19.84,4.29
580,Custom,453,1237018,10.25,4.08
581,Volusion,350,1742737,7.91,1.14
582,Dukaan,162,953275,29.25,6.76
583,BigCommerce,819,1170523,5.55,7.02
584,Squarespace,559,220205,25.07,7.21
585,Custom,297,1849971,24.7,7.28
586,Paytm Mall,252,1194337,12.43,0
587,Squarespace,548,1474473,8.39,9.54
588,Shopify,590,968196,8.64,8.14
589,Kartify,109,1651790,22.44,9.04
590,Martjack,511,1984790,21.07,0.16
591,Shopmatic,218,1203276,24.57,9.34
592,Martjack,381,1434704,28.44,8.1
593,Unicommerce,460,1535182,22.3,8.37
594,Magento,45,623881,8.9,0.93
595,PrestaShop,44,1960617,11.09,7.39
596,Dukaan,413,1068454,26.05,9.6
597,Instamojo,526,55209,10.23,6.79
598,BigCommerce,320,1749564,6.81,5.71
599,StoreHippo,358,449749,22.58,9.46
600,WooCommerce,286,1709461,15.06,4.43
601,Weebly,480,1367931,28,5.99
602,Dukaan,712,1108503,21.26,4.76
603,Martjack,475,1831399,7.26,9.33
604,BigCommerce,379,691621,28.7,0.76
605,Shopify,87,1254242,11.46,5.01
606,Shopify,882,780212,13.43,6.87
607,Dukaan,431,1307361,15.06,7.92
608,StoreHippo,990,388526,6.28,5.83
609,Paytm Mall,510,189005,17.41,9.09
610,Zepo,852,1726644,8.08,9.42
611,Paytm Mall,68,1079661,15.02,0.64
612,Martjack,706,1663560,13.77,4.02
613,Shopify,583,246521,24.32,0.23
614,WooCommerce,121,1428336,25.08,3.29
615,Squarespace,235,973593,8.84,5.37
616,Magento,457,499764,14.16,9.11
617,Shopify,719,1255771,14.33,8.47
618,Shopmatic,588,1499589,8.79,1.27
619,PrestaShop,578,1148589,24.96,0.93
620,Paytm Mall,178,451562,22.68,5.89
621,BigCommerce,508,266486,9.76,5.32
622,BigCommerce,705,476888,14.17,2.66
623,PrestaShop,261,1509445,7.65,8.99
624,Magento,813,885988,20.71,9.27
625,BigCommerce,772,960155,8.03,4.03
626,BigCommerce,901,1862214,29.65,8.9
627,Weebly,24,600428,24.52,3.84
628,Weebly,615,313328,14.76,7.37
629,Instamojo,839,1526285,19.46,4.76
630,Paytm Mall,380,1778782,27.78,1.23
631,Unicommerce,478,161361,18.85,9.28
632,Squarespace,267,1776131,9.36,4.54
633,Unicommerce,585,842038,14.47,7.34
634,Shopify,692,447172,26.08,3.67
635,Instamojo,965,1115131,21.11,0.19
636,Martjack,441,1622789,21.27,1.01
637,Martjack,942,664673,26.67,4.96
638,Custom,757,1510482,27.35,6.9
639,Shopify,34,1419222,27.99,3.35
640,Paytm Mall,755,305658,7.37,6.95
641,Volusion,592,1540641,18.6,6.99
642,WooCommerce,141,1780283,23.51,7.04
643,Volusion,296,804085,23.92,4.93
644,OpenCart,577,153844,20.17,9.15
645,WooCommerce,472,1189897,9.17,4.89
646,Magento,409,885488,24.94,4.5
647,Dukaan,313,1817787,23,1.99
648,Kartrocket,593,148234,7.15,3.08
649,Shopify,617,524718,16.6,0.42
